Auction Number,Price,Bid,Name,Time,Plate
288,"161,950,000 ₮","50,000 ₮",М. А***Р,09:08:25,0001 УАР
287,"161,900,000 ₮","500,000 ₮",Г. Э***Г,09:08:23,0001 УАР
286,"161,400,000 ₮","1,000,000 ₮",Х. Ц***А,09:08:14,0001 УАР
285,"160,400,000 ₮","100,000 ₮",Д. М***Н,09:08:03,0001 УАР
284,"160,300,000 ₮","50,000 ₮",Д. О***Р,09:08:02,0001 УАР
283,"160,250,000 ₮","1,000,000 ₮",Ч. Б***Т,09:08:02,0001 УАР
282,"159,250,000 ₮","100,000 ₮",М. А***Р,09:07:56,0001 УАР
281,"159,150,000 ₮","50,000 ₮",Г. Э***Г,09:07:51,0001 УАР
280,"159,100,000 ₮","50,000 ₮",Б. М***Э,09:07:47,0001 УАР
279,"159,050,000 ₮","100,000 ₮",О. Б***Р,09:07:44,0001 УАР
278,"158,950,000 ₮","50,000 ₮",Г. Г***Т,09:07:38,0001 УАР
277,"158,900,000 ₮","1,000,000 ₮",Д. Б***Р,09:07:37,0001 УАР
276,"157,900,000 ₮","500,000 ₮",И. Б***В,09:07:36,0001 УАР
275,"157,400,000 ₮","50,000 ₮",О. Д***Н,09:07:36,0001 УАР
274,"157,350,000 ₮","300,000 ₮",Ж. Б***Ү,09:07:32,0001 УАР
273,"157,050,000 ₮","50,000 ₮",Д. О***Р,09:07:29,0001 УАР
272,"157,000,000 ₮","50,000 ₮",Ц. Ө***Р,09:07:27,0001 УАР
271,"156,950,000 ₮","50,000 ₮",А. Б***Н,09:07:23,0001 УАР
270,"156,900,000 ₮","500,000 ₮",Х. Ц***А,09:07:22,0001 УАР
269,"156,400,000 ₮","1,000,000 ₮",Ж. Э***Д,09:07:12,0001 УАР
268,"155,400,000 ₮","500,000 ₮",Г. У***Т,09:07:11,0001 УАР
267,"154,900,000 ₮","50,000 ₮",Д. О***Р,09:07:09,0001 УАР
266,"154,850,000 ₮","500,000 ₮",Г. Ш***Г,09:07:01,0001 УАР
265,"154,350,000 ₮","300,000 ₮",Х. Ц***А,09:07:01,0001 УАР
264,"154,050,000 ₮","50,000 ₮",М. Х***Н,09:06:51,0001 УАР
263,"154,000,000 ₮","100,000 ₮",Д. М***Н,09:06:51,0001 УАР
262,"153,900,000 ₮","1,000,000 ₮",С. С***Н,09:06:50,0001 УАР
261,"152,900,000 ₮","1,000,000 ₮",Ж. Э***Д,09:06:50,0001 УАР
260,"151,900,000 ₮","500,000 ₮",Х. Ц***А,09:06:43,0001 УАР
259,"151,400,000 ₮","1,000,000 ₮",Ж. Э***Д,09:06:38,0001 УАР
258,"150,400,000 ₮","1,000,000 ₮",Д. Б***Р,09:06:37,0001 УАР
257,"149,400,000 ₮","500,000 ₮",Х. Ц***А,09:06:23,0001 УАР
256,"148,900,000 ₮","1,000,000 ₮",Ч. Б***Т,09:06:18,0001 УАР
255,"147,900,000 ₮","100,000 ₮",А. Ө***Л,09:06:16,0001 УАР
254,"147,800,000 ₮","50,000 ₮",Ц. О***Л,09:06:13,0001 УАР
253,"147,750,000 ₮","500,000 ₮",Г. Ш***Г,09:06:12,0001 УАР
252,"147,250,000 ₮","1,000,000 ₮",Д. Т***Г,09:06:11,0001 УАР
251,"146,250,000 ₮","50,000 ₮",Н. Т***Л,09:06:07,0001 УАР
250,"146,200,000 ₮","50,000 ₮",Б. М***Х,09:06:07,0001 УАР
249,"146,150,000 ₮","50,000 ₮",О. Д***Н,09:06:03,0001 УАР
248,"146,100,000 ₮","500,000 ₮",Г. А***А,09:05:55,0001 УАР
247,"145,600,000 ₮","300,000 ₮",Э. Э***Р,09:05:52,0001 УАР
246,"145,300,000 ₮","500,000 ₮",Х. Ц***А,09:05:43,0001 УАР
245,"144,800,000 ₮","300,000 ₮",Д. Э***Л,09:05:43,0001 УАР
244,"144,500,000 ₮","100,000 ₮",А. Ө***Л,09:05:42,0001 УАР
243,"144,400,000 ₮","50,000 ₮",Т. У***Р,09:05:41,0001 УАР
242,"144,350,000 ₮","1,000,000 ₮",Ц. О***Л,09:05:37,0001 УАР
241,"143,350,000 ₮","500,000 ₮",Д. Э***Л,09:05:28,0001 УАР
240,"142,850,000 ₮","50,000 ₮",О. Д***Н,09:05:26,0001 УАР
239,"142,800,000 ₮","500,000 ₮",Д. Э***Л,09:05:25,0001 УАР
238,"142,300,000 ₮","500,000 ₮",Х. Ц***А,09:05:25,0001 УАР
237,"141,800,000 ₮","50,000 ₮",Ж. Б***Ү,09:05:24,0001 УАР
236,"141,750,000 ₮","500,000 ₮",Д. Э***Л,09:05:24,0001 УАР
235,"141,250,000 ₮","500,000 ₮",Х. Ц***А,09:05:23,0001 УАР
234,"140,750,000 ₮","1,000,000 ₮",Д. Л***Н,09:05:18,0001 УАР
233,"139,750,000 ₮","50,000 ₮",Ч. Б***Т,09:05:13,0001 УАР
232,"139,700,000 ₮","1,000,000 ₮",Д. Э***Л,09:05:08,0001 УАР
231,"138,700,000 ₮","1,000,000 ₮",Х. Ц***А,09:05:07,0001 УАР
230,"137,700,000 ₮","50,000 ₮",Р. Т***Н,09:05:04,0001 УАР
229,"137,650,000 ₮","300,000 ₮",Д. Б***Р,09:05:02,0001 УАР
228,"137,350,000 ₮","1,000,000 ₮",Х. Ц***А,09:05:00,0001 УАР
227,"136,350,000 ₮","1,000,000 ₮",Г. А***А,09:04:50,0001 УАР
226,"135,350,000 ₮","100,000 ₮",М. А***Р,09:04:45,0001 УАР
225,"135,250,000 ₮","50,000 ₮",Э. Б***Л,09:04:40,0001 УАР
224,"135,200,000 ₮","50,000 ₮",Ж. Э***Д,09:04:38,0001 УАР
223,"135,150,000 ₮","50,000 ₮",Д. О***Р,09:04:35,0001 УАР
222,"135,100,000 ₮","1,000,000 ₮",Х. Ц***А,09:04:32,0001 УАР
221,"134,100,000 ₮","300,000 ₮",О. Б***Р,09:04:29,0001 УАР
220,"133,800,000 ₮","50,000 ₮",А. М***Г,09:04:27,0001 УАР
219,"133,750,000 ₮","50,000 ₮",Д. О***Р,09:04:21,0001 УАР
218,"133,700,000 ₮","100,000 ₮",Э. Э***Р,09:04:20,0001 УАР
217,"133,600,000 ₮","500,000 ₮",Г. У***Т,09:04:16,0001 УАР
216,"133,100,000 ₮","50,000 ₮",О. Д***Н,09:04:13,0001 УАР
215,"133,050,000 ₮","1,000,000 ₮",М. Б***Н,09:04:10,0001 УАР
214,"132,050,000 ₮","50,000 ₮",Д. О***Р,09:04:07,0001 УАР
213,"132,000,000 ₮","500,000 ₮",Б. Б***Л,09:04:05,0001 УАР
212,"131,500,000 ₮","1,000,000 ₮",Д. Э***Л,09:04:03,0001 УАР
211,"130,500,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:04:02,0001 УАР
210,"129,500,000 ₮","50,000 ₮",Д. О***Р,09:03:53,0001 УАР
209,"129,450,000 ₮","100,000 ₮",М. А***Р,09:03:52,0001 УАР
208,"129,350,000 ₮","300,000 ₮",Б. А***А,09:03:50,0001 УАР
207,"129,050,000 ₮","100,000 ₮",Г. Ц***М,09:03:49,0001 УАР
206,"128,950,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:48,0001 УАР
205,"127,950,000 ₮","100,000 ₮",Г. Ц***М,09:03:45,0001 УАР
204,"127,850,000 ₮","50,000 ₮",Д. О***Р,09:03:45,0001 УАР
203,"127,800,000 ₮","50,000 ₮",Ц. Б***Х,09:03:41,0001 УАР
202,"127,750,000 ₮","100,000 ₮",Д. О***Р,09:03:37,0001 УАР
201,"127,650,000 ₮","100,000 ₮",С. Э***Р,09:03:35,0001 УАР
200,"127,550,000 ₮","50,000 ₮",Ж. Э***Д,09:03:35,0001 УАР
199,"127,500,000 ₮","50,000 ₮",Ц. Б***Х,09:03:34,0001 УАР
198,"127,450,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:33,0001 УАР
197,"126,450,000 ₮","300,000 ₮",Г. Ц***М,09:03:28,0001 УАР
196,"126,150,000 ₮","1,000,000 ₮",Э. Ө***Р,09:03:27,0001 УАР
195,"125,150,000 ₮","100,000 ₮",Д. О***Р,09:03:26,0001 УАР
194,"125,050,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:24,0001 УАР
193,"124,050,000 ₮","1,000,000 ₮",Д. Б***Р,09:03:22,0001 УАР
192,"123,050,000 ₮","1,000,000 ₮",Г. У***Т,09:03:22,0001 УАР
191,"122,050,000 ₮","300,000 ₮",О. Д***Н,09:03:22,0001 УАР
190,"121,750,000 ₮","300,000 ₮",Г. Ц***М,09:03:21,0001 УАР
189,"121,450,000 ₮","1,000,000 ₮",Э. Ө***Р,09:03:18,0001 УАР
188,"120,450,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:18,0001 УАР
187,"119,450,000 ₮","1,000,000 ₮",О. Б***Р,09:03:18,0001 УАР
186,"118,450,000 ₮","1,000,000 ₮",Ч. Б***Т,09:03:16,0001 УАР
185,"117,450,000 ₮","300,000 ₮",Г. Ц***М,09:03:14,0001 УАР
184,"117,150,000 ₮","50,000 ₮",Ж. Э***Д,09:03:14,0001 УАР
183,"117,100,000 ₮","500,000 ₮",Ж. Б***Ү,09:03:12,0001 УАР
182,"116,600,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:10,0001 УАР
181,"115,600,000 ₮","100,000 ₮",Д. О***Р,09:03:07,0001 УАР
180,"115,500,000 ₮","100,000 ₮",Г. Ц***М,09:03:07,0001 УАР
179,"115,400,000 ₮","100,000 ₮",М. А***Р,09:03:03,0001 УАР
178,"115,300,000 ₮","1,000,000 ₮",Ц. О***Л,09:03:01,0001 УАР
177,"114,300,000 ₮","100,000 ₮",Д. О***Р,09:03:01,0001 УАР
176,"114,200,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:58,0001 УАР
175,"113,200,000 ₮","50,000 ₮",Д. О***Н,09:02:57,0001 УАР
174,"113,150,000 ₮","100,000 ₮",Д. О***Р,09:02:53,0001 УАР
173,"113,050,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:51,0001 УАР
172,"112,050,000 ₮","1,000,000 ₮",Г. У***Т,09:02:48,0001 УАР
171,"111,050,000 ₮","100,000 ₮",Д. О***Р,09:02:48,0001 УАР
170,"110,950,000 ₮","100,000 ₮",Б. Б***Л,09:02:47,0001 УАР
169,"110,850,000 ₮","100,000 ₮",М. А***Р,09:02:46,0001 УАР
168,"110,750,000 ₮","100,000 ₮",Э. Э***Р,09:02:44,0001 УАР
167,"110,650,000 ₮","500,000 ₮",Б. А***Н,09:02:44,0001 УАР
166,"110,150,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:43,0001 УАР
165,"109,150,000 ₮","50,000 ₮",Ж. Э***Д,09:02:42,0001 УАР
164,"109,100,000 ₮","100,000 ₮",Д. О***Р,09:02:41,0001 УАР
163,"109,000,000 ₮","500,000 ₮",И. Б***В,09:02:40,0001 УАР
162,"108,500,000 ₮","500,000 ₮",Г. У***Т,09:02:39,0001 УАР
161,"108,000,000 ₮","50,000 ₮",Ж. Э***Д,09:02:39,0001 УАР
160,"107,950,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:38,0001 УАР
159,"106,950,000 ₮","50,000 ₮",Н. О***Р,09:02:37,0001 УАР
158,"106,900,000 ₮","50,000 ₮",О. Б***Н,09:02:36,0001 УАР
157,"106,850,000 ₮","50,000 ₮",Ж. Э***Д,09:02:35,0001 УАР
156,"106,800,000 ₮","300,000 ₮",Г. У***Т,09:02:35,0001 УАР
155,"106,500,000 ₮","100,000 ₮",Д. О***Р,09:02:33,0001 УАР
154,"106,400,000 ₮","500,000 ₮",Б. А***Н,09:02:32,0001 УАР
153,"105,900,000 ₮","50,000 ₮",Ц. Б***Х,09:02:28,0001 УАР
152,"105,850,000 ₮","500,000 ₮",Б. А***Н,09:02:27,0001 УАР
151,"105,350,000 ₮","50,000 ₮",О. Б***Р,09:02:24,0001 УАР
150,"105,300,000 ₮","500,000 ₮",Б. А***Н,09:02:24,0001 УАР
149,"104,800,000 ₮","100,000 ₮",Д. О***Р,09:02:22,0001 УАР
148,"104,700,000 ₮","100,000 ₮",М. А***Р,09:02:21,0001 УАР
147,"104,600,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:15,0001 УАР
146,"103,600,000 ₮","1,000,000 ₮",А. М***Р,09:02:15,0001 УАР
145,"102,600,000 ₮","500,000 ₮",Д. Т***Г,09:02:15,0001 УАР
144,"102,100,000 ₮","500,000 ₮",Б. А***Н,09:02:12,0001 УАР
143,"101,600,000 ₮","1,000,000 ₮",Э. Э***Р,09:02:10,0001 УАР
142,"100,600,000 ₮","100,000 ₮",Б. А***А,09:02:10,0001 УАР
141,"100,500,000 ₮","100,000 ₮",Ч. Б***Т,09:02:08,0001 УАР
140,"100,400,000 ₮","1,000,000 ₮",Д. О***Р,09:02:07,0001 УАР
139,"99,400,000 ₮","500,000 ₮",Б. А***Н,09:02:03,0001 УАР
138,"98,900,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:03,0001 УАР
137,"97,900,000 ₮","1,000,000 ₮",Ц. О***Л,09:02:03,0001 УАР
136,"96,900,000 ₮","100,000 ₮",М. А***Р,09:01:59,0001 УАР
135,"96,800,000 ₮","50,000 ₮",Ж. Э***Д,09:01:59,0001 УАР
134,"96,750,000 ₮","100,000 ₮",М. А***Р,09:01:59,0001 УАР
133,"96,650,000 ₮","1,000,000 ₮",Ц. О***Л,09:01:58,0001 УАР
132,"95,650,000 ₮","500,000 ₮",Б. А***Н,09:01:56,0001 УАР
131,"95,150,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:53,0001 УАР
130,"94,150,000 ₮","1,000,000 ₮",Э. Э***Р,09:01:52,0001 УАР
129,"93,150,000 ₮","500,000 ₮",Б. А***Н,09:01:51,0001 УАР
128,"92,650,000 ₮","1,000,000 ₮",Д. О***Р,09:01:48,0001 УАР
127,"91,650,000 ₮","100,000 ₮",М. А***Р,09:01:47,0001 УАР
126,"91,550,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:46,0001 УАР
125,"90,550,000 ₮","1,000,000 ₮",Б. А***Н,09:01:45,0001 УАР
124,"89,550,000 ₮","1,000,000 ₮",Ц. О***Л,09:01:42,0001 УАР
123,"88,550,000 ₮","1,000,000 ₮",Б. А***Н,09:01:41,0001 УАР
122,"87,550,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:40,0001 УАР
121,"86,550,000 ₮","1,000,000 ₮",Д. О***Р,09:01:40,0001 УАР
120,"85,550,000 ₮","50,000 ₮",А. М***Х,09:01:39,0001 УАР
119,"85,500,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:38,0001 УАР
118,"84,500,000 ₮","50,000 ₮",А. Б***А,09:01:37,0001 УАР
117,"84,450,000 ₮","1,000,000 ₮",Б. А***Н,09:01:36,0001 УАР
116,"83,450,000 ₮","50,000 ₮",Ч. Б***Т,09:01:35,0001 УАР
115,"83,400,000 ₮","500,000 ₮",Д. Т***Г,09:01:35,0001 УАР
114,"82,900,000 ₮","1,000,000 ₮",Д. О***Н,09:01:33,0001 УАР
113,"81,900,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:32,0001 УАР
112,"80,900,000 ₮","500,000 ₮",Ц. Б***Х,09:01:31,0001 УАР
111,"80,400,000 ₮","100,000 ₮",Д. О***Р,09:01:30,0001 УАР
110,"80,300,000 ₮","500,000 ₮",А. М***Р,09:01:28,0001 УАР
109,"79,800,000 ₮","1,000,000 ₮",Б. А***Н,09:01:28,0001 УАР
108,"78,800,000 ₮","1,000,000 ₮",Э. Ө***Р,09:01:22,0001 УАР
107,"77,800,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:18,0001 УАР
106,"76,800,000 ₮","100,000 ₮",П. Ц***Х,09:01:18,0001 УАР
105,"76,700,000 ₮","1,000,000 ₮",Г. Т***Л,09:01:18,0001 УАР
104,"75,700,000 ₮","300,000 ₮",Д. О***Н,09:01:16,0001 УАР
103,"75,400,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:01:16,0001 УАР
102,"74,400,000 ₮","1,000,000 ₮",Б. А***Н,09:01:15,0001 УАР
101,"73,400,000 ₮","1,000,000 ₮",Т. Т***Х,09:01:14,0001 УАР
100,"72,400,000 ₮","300,000 ₮",Д. О***Н,09:01:14,0001 УАР
99,"72,100,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:12,0001 УАР
98,"71,100,000 ₮","300,000 ₮",Д. О***Н,09:01:10,0001 УАР
97,"70,800,000 ₮","1,000,000 ₮",Ц. Б***Х,09:01:10,0001 УАР
96,"69,800,000 ₮","100,000 ₮",Д. О***Р,09:01:09,0001 УАР
95,"69,700,000 ₮","100,000 ₮",Д. О***Н,09:01:09,0001 УАР
94,"69,600,000 ₮","1,000,000 ₮",Ж. Д***Н,09:01:07,0001 УАР
93,"68,600,000 ₮","500,000 ₮",Б. А***А,09:01:06,0001 УАР
92,"68,100,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:05,0001 УАР
