Auction Number,Price,Bid,Name,Time
244,"144,500,000 ₮","100,000 ₮",А. Ө***Л,09:05:42
243,"144,400,000 ₮","50,000 ₮",Т. У***Р,09:05:41
242,"144,350,000 ₮","1,000,000 ₮",Ц. О***Л,09:05:37
241,"143,350,000 ₮","500,000 ₮",Д. Э***Л,09:05:28
240,"142,850,000 ₮","50,000 ₮",О. Д***Н,09:05:26
239,"142,800,000 ₮","500,000 ₮",Д. Э***Л,09:05:25
238,"142,300,000 ₮","500,000 ₮",Х. Ц***А,09:05:25
237,"141,800,000 ₮","50,000 ₮",Ж. Б***Ү,09:05:24
236,"141,750,000 ₮","500,000 ₮",Д. Э***Л,09:05:24
235,"141,250,000 ₮","500,000 ₮",Х. Ц***А,09:05:23
234,"140,750,000 ₮","1,000,000 ₮",Д. Л***Н,09:05:18
233,"139,750,000 ₮","50,000 ₮",Ч. Б***Т,09:05:13
232,"139,700,000 ₮","1,000,000 ₮",Д. Э***Л,09:05:08
231,"138,700,000 ₮","1,000,000 ₮",Х. Ц***А,09:05:07
230,"137,700,000 ₮","50,000 ₮",Р. Т***Н,09:05:04
229,"137,650,000 ₮","300,000 ₮",Д. Б***Р,09:05:02
228,"137,350,000 ₮","1,000,000 ₮",Х. Ц***А,09:05:00
227,"136,350,000 ₮","1,000,000 ₮",Г. А***А,09:04:50
226,"135,350,000 ₮","100,000 ₮",М. А***Р,09:04:45
225,"135,250,000 ₮","50,000 ₮",Э. Б***Л,09:04:40
224,"135,200,000 ₮","50,000 ₮",Ж. Э***Д,09:04:38
223,"135,150,000 ₮","50,000 ₮",Д. О***Р,09:04:35
222,"135,100,000 ₮","1,000,000 ₮",Х. Ц***А,09:04:32
221,"134,100,000 ₮","300,000 ₮",О. Б***Р,09:04:29
220,"133,800,000 ₮","50,000 ₮",А. М***Г,09:04:27
219,"133,750,000 ₮","50,000 ₮",Д. О***Р,09:04:21
218,"133,700,000 ₮","100,000 ₮",Э. Э***Р,09:04:20
217,"133,600,000 ₮","500,000 ₮",Г. У***Т,09:04:16
216,"133,100,000 ₮","50,000 ₮",О. Д***Н,09:04:13
215,"133,050,000 ₮","1,000,000 ₮",М. Б***Н,09:04:10
214,"132,050,000 ₮","50,000 ₮",Д. О***Р,09:04:07
213,"132,000,000 ₮","500,000 ₮",Б. Б***Л,09:04:05
212,"131,500,000 ₮","1,000,000 ₮",Д. Э***Л,09:04:03
211,"130,500,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:04:02
210,"129,500,000 ₮","50,000 ₮",Д. О***Р,09:03:53
209,"129,450,000 ₮","100,000 ₮",М. А***Р,09:03:52
208,"129,350,000 ₮","300,000 ₮",Б. А***А,09:03:50
207,"129,050,000 ₮","100,000 ₮",Г. Ц***М,09:03:49
206,"128,950,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:48
205,"127,950,000 ₮","100,000 ₮",Г. Ц***М,09:03:45
204,"127,850,000 ₮","50,000 ₮",Д. О***Р,09:03:45
203,"127,800,000 ₮","50,000 ₮",Ц. Б***Х,09:03:41
202,"127,750,000 ₮","100,000 ₮",Д. О***Р,09:03:37
201,"127,650,000 ₮","100,000 ₮",С. Э***Р,09:03:35
200,"127,550,000 ₮","50,000 ₮",Ж. Э***Д,09:03:35
199,"127,500,000 ₮","50,000 ₮",Ц. Б***Х,09:03:34
198,"127,450,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:33
197,"126,450,000 ₮","300,000 ₮",Г. Ц***М,09:03:28
196,"126,150,000 ₮","1,000,000 ₮",Э. Ө***Р,09:03:27
195,"125,150,000 ₮","100,000 ₮",Д. О***Р,09:03:26
194,"125,050,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:24
193,"124,050,000 ₮","1,000,000 ₮",Д. Б***Р,09:03:22
192,"123,050,000 ₮","1,000,000 ₮",Г. У***Т,09:03:22
191,"122,050,000 ₮","300,000 ₮",О. Д***Н,09:03:22
190,"121,750,000 ₮","300,000 ₮",Г. Ц***М,09:03:21
189,"121,450,000 ₮","1,000,000 ₮",Э. Ө***Р,09:03:18
188,"120,450,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:18
187,"119,450,000 ₮","1,000,000 ₮",О. Б***Р,09:03:18
186,"118,450,000 ₮","1,000,000 ₮",Ч. Б***Т,09:03:16
185,"117,450,000 ₮","300,000 ₮",Г. Ц***М,09:03:14
184,"117,150,000 ₮","50,000 ₮",Ж. Э***Д,09:03:14
183,"117,100,000 ₮","500,000 ₮",Ж. Б***Ү,09:03:12
182,"116,600,000 ₮","1,000,000 ₮",Д. Э***Л,09:03:10
181,"115,600,000 ₮","100,000 ₮",Д. О***Р,09:03:07
180,"115,500,000 ₮","100,000 ₮",Г. Ц***М,09:03:07
179,"115,400,000 ₮","100,000 ₮",М. А***Р,09:03:03
178,"115,300,000 ₮","1,000,000 ₮",Ц. О***Л,09:03:01
177,"114,300,000 ₮","100,000 ₮",Д. О***Р,09:03:01
176,"114,200,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:58
175,"113,200,000 ₮","50,000 ₮",Д. О***Н,09:02:57
174,"113,150,000 ₮","100,000 ₮",Д. О***Р,09:02:53
173,"113,050,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:51
172,"112,050,000 ₮","1,000,000 ₮",Г. У***Т,09:02:48
171,"111,050,000 ₮","100,000 ₮",Д. О***Р,09:02:48
170,"110,950,000 ₮","100,000 ₮",Б. Б***Л,09:02:47
169,"110,850,000 ₮","100,000 ₮",М. А***Р,09:02:46
168,"110,750,000 ₮","100,000 ₮",Э. Э***Р,09:02:44
167,"110,650,000 ₮","500,000 ₮",Б. А***Н,09:02:44
166,"110,150,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:43
165,"109,150,000 ₮","50,000 ₮",Ж. Э***Д,09:02:42
164,"109,100,000 ₮","100,000 ₮",Д. О***Р,09:02:41
163,"109,000,000 ₮","500,000 ₮",И. Б***В,09:02:40
162,"108,500,000 ₮","500,000 ₮",Г. У***Т,09:02:39
161,"108,000,000 ₮","50,000 ₮",Ж. Э***Д,09:02:39
160,"107,950,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:38
159,"106,950,000 ₮","50,000 ₮",Н. О***Р,09:02:37
158,"106,900,000 ₮","50,000 ₮",О. Б***Н,09:02:36
157,"106,850,000 ₮","50,000 ₮",Ж. Э***Д,09:02:35
156,"106,800,000 ₮","300,000 ₮",Г. У***Т,09:02:35
155,"106,500,000 ₮","100,000 ₮",Д. О***Р,09:02:33
154,"106,400,000 ₮","500,000 ₮",Б. А***Н,09:02:32
153,"105,900,000 ₮","50,000 ₮",Ц. Б***Х,09:02:28
152,"105,850,000 ₮","500,000 ₮",Б. А***Н,09:02:27
151,"105,350,000 ₮","50,000 ₮",О. Б***Р,09:02:24
150,"105,300,000 ₮","500,000 ₮",Б. А***Н,09:02:24
149,"104,800,000 ₮","100,000 ₮",Д. О***Р,09:02:22
148,"104,700,000 ₮","100,000 ₮",М. А***Р,09:02:21
147,"104,600,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:15
146,"103,600,000 ₮","1,000,000 ₮",А. М***Р,09:02:15
145,"102,600,000 ₮","500,000 ₮",Д. Т***Г,09:02:15
144,"102,100,000 ₮","500,000 ₮",Б. А***Н,09:02:12
143,"101,600,000 ₮","1,000,000 ₮",Э. Э***Р,09:02:10
142,"100,600,000 ₮","100,000 ₮",Б. А***А,09:02:10
141,"100,500,000 ₮","100,000 ₮",Ч. Б***Т,09:02:08
140,"100,400,000 ₮","1,000,000 ₮",Д. О***Р,09:02:07
139,"99,400,000 ₮","500,000 ₮",Б. А***Н,09:02:03
138,"98,900,000 ₮","1,000,000 ₮",Д. Э***Л,09:02:03
137,"97,900,000 ₮","1,000,000 ₮",Ц. О***Л,09:02:03
136,"96,900,000 ₮","100,000 ₮",М. А***Р,09:01:59
135,"96,800,000 ₮","50,000 ₮",Ж. Э***Д,09:01:59
134,"96,750,000 ₮","100,000 ₮",М. А***Р,09:01:59
133,"96,650,000 ₮","1,000,000 ₮",Ц. О***Л,09:01:58
132,"95,650,000 ₮","500,000 ₮",Б. А***Н,09:01:56
131,"95,150,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:53
130,"94,150,000 ₮","1,000,000 ₮",Э. Э***Р,09:01:52
129,"93,150,000 ₮","500,000 ₮",Б. А***Н,09:01:51
128,"92,650,000 ₮","1,000,000 ₮",Д. О***Р,09:01:48
127,"91,650,000 ₮","100,000 ₮",М. А***Р,09:01:47
126,"91,550,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:46
125,"90,550,000 ₮","1,000,000 ₮",Б. А***Н,09:01:45
124,"89,550,000 ₮","1,000,000 ₮",Ц. О***Л,09:01:42
123,"88,550,000 ₮","1,000,000 ₮",Б. А***Н,09:01:41
122,"87,550,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:40
121,"86,550,000 ₮","1,000,000 ₮",Д. О***Р,09:01:40
120,"85,550,000 ₮","50,000 ₮",А. М***Х,09:01:39
119,"85,500,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:38
118,"84,500,000 ₮","50,000 ₮",А. Б***А,09:01:37
117,"84,450,000 ₮","1,000,000 ₮",Б. А***Н,09:01:36
116,"83,450,000 ₮","50,000 ₮",Ч. Б***Т,09:01:35
115,"83,400,000 ₮","500,000 ₮",Д. Т***Г,09:01:35
114,"82,900,000 ₮","1,000,000 ₮",Д. О***Н,09:01:33
113,"81,900,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:32
112,"80,900,000 ₮","500,000 ₮",Ц. Б***Х,09:01:31
111,"80,400,000 ₮","100,000 ₮",Д. О***Р,09:01:30
110,"80,300,000 ₮","500,000 ₮",А. М***Р,09:01:28
109,"79,800,000 ₮","1,000,000 ₮",Б. А***Н,09:01:28
108,"78,800,000 ₮","1,000,000 ₮",Э. Ө***Р,09:01:22
107,"77,800,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:18
106,"76,800,000 ₮","100,000 ₮",П. Ц***Х,09:01:18
105,"76,700,000 ₮","1,000,000 ₮",Г. Т***Л,09:01:18
104,"75,700,000 ₮","300,000 ₮",Д. О***Н,09:01:16
103,"75,400,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:01:16
102,"74,400,000 ₮","1,000,000 ₮",Б. А***Н,09:01:15
101,"73,400,000 ₮","1,000,000 ₮",Т. Т***Х,09:01:14
100,"72,400,000 ₮","300,000 ₮",Д. О***Н,09:01:14
99,"72,100,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:12
98,"71,100,000 ₮","300,000 ₮",Д. О***Н,09:01:10
97,"70,800,000 ₮","1,000,000 ₮",Ц. Б***Х,09:01:10
96,"69,800,000 ₮","100,000 ₮",Д. О***Р,09:01:09
95,"69,700,000 ₮","100,000 ₮",Д. О***Н,09:01:09
94,"69,600,000 ₮","1,000,000 ₮",Ж. Д***Н,09:01:07
93,"68,600,000 ₮","500,000 ₮",Б. А***А,09:01:06
92,"68,100,000 ₮","1,000,000 ₮",Д. Э***Л,09:01:05
91,"67,100,000 ₮","1,000,000 ₮",Э. Ө***Р,09:01:04
90,"66,100,000 ₮","1,000,000 ₮",Б. А***Н,09:01:03
89,"65,100,000 ₮","500,000 ₮",Ц. Б***Х,09:01:00
88,"64,600,000 ₮","1,000,000 ₮",Б. А***Н,09:01:00
87,"63,600,000 ₮","1,000,000 ₮",Э. Э***Р,09:01:00
86,"62,600,000 ₮","1,000,000 ₮",Д. Э***Л,09:00:58
85,"61,600,000 ₮","1,000,000 ₮",Б. А***Н,09:00:58
84,"60,600,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:55
83,"59,600,000 ₮","1,000,000 ₮",Б. А***Н,09:00:55
82,"58,600,000 ₮","500,000 ₮",Я. Б***Ж,09:00:55
81,"58,100,000 ₮","1,000,000 ₮",Б. А***Н,09:00:54
80,"57,100,000 ₮","500,000 ₮",Ц. Б***Х,09:00:54
79,"56,600,000 ₮","100,000 ₮",Н. Б***Л,09:00:52
78,"56,500,000 ₮","1,000,000 ₮",Б. А***Н,09:00:52
77,"55,500,000 ₮","50,000 ₮",Д. О***Н,09:00:51
76,"55,450,000 ₮","1,000,000 ₮",Д. Б***Р,09:00:51
75,"54,450,000 ₮","100,000 ₮",М. А***Р,09:00:50
74,"54,350,000 ₮","1,000,000 ₮",Б. А***Н,09:00:49
73,"53,350,000 ₮","50,000 ₮",Д. О***Н,09:00:49
72,"53,300,000 ₮","1,000,000 ₮",Д. Э***Л,09:00:48
71,"52,300,000 ₮","1,000,000 ₮",Х. Э***Э,09:00:48
70,"51,300,000 ₮","50,000 ₮",Г. Д***М,09:00:47
69,"51,250,000 ₮","1,000,000 ₮",Б. А***Н,09:00:46
68,"50,250,000 ₮","1,000,000 ₮",Ц. Б***Х,09:00:46
67,"49,250,000 ₮","1,000,000 ₮",Э. Ц***Х,09:00:45
66,"48,250,000 ₮","1,000,000 ₮",Э. Э***Р,09:00:45
65,"47,250,000 ₮","500,000 ₮",Х. Э***Э,09:00:43
64,"46,750,000 ₮","1,000,000 ₮",Б. А***Н,09:00:41
63,"45,750,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:41
62,"44,750,000 ₮","500,000 ₮",А. М***Р,09:00:39
61,"44,250,000 ₮","1,000,000 ₮",Т. Т***Х,09:00:39
60,"43,250,000 ₮","1,000,000 ₮",Ц. Б***Х,09:00:39
59,"42,250,000 ₮","1,000,000 ₮",Б. А***Н,09:00:38
58,"41,250,000 ₮","500,000 ₮",А. М***Р,09:00:38
57,"40,750,000 ₮","1,000,000 ₮",М. Б***Н,09:00:38
56,"39,750,000 ₮","1,000,000 ₮",Э. Э***Р,09:00:38
55,"38,750,000 ₮","50,000 ₮",Г. Д***М,09:00:37
54,"38,700,000 ₮","1,000,000 ₮",Д. Т***Г,09:00:36
53,"37,700,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:35
52,"36,700,000 ₮","1,000,000 ₮",Б. Б***Н,09:00:35
51,"35,700,000 ₮","1,000,000 ₮",Б. А***Н,09:00:35
50,"34,700,000 ₮","500,000 ₮",Э. Э***Р,09:00:34
49,"34,200,000 ₮","1,000,000 ₮",Б. А***Н,09:00:32
48,"33,200,000 ₮","50,000 ₮",А. М***Х,09:00:31
47,"33,150,000 ₮","50,000 ₮",Г. Д***М,09:00:31
46,"33,100,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:31
45,"32,100,000 ₮","1,000,000 ₮",Ц. Б***Х,09:00:30
44,"31,100,000 ₮","1,000,000 ₮",Т. Т***Х,09:00:30
43,"30,100,000 ₮","100,000 ₮",Д. Б***Р,09:00:28
42,"30,000,000 ₮","1,000,000 ₮",Б. А***Н,09:00:25
41,"29,000,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:24
40,"28,000,000 ₮","100,000 ₮",М. А***Р,09:00:24
39,"27,900,000 ₮","1,000,000 ₮",А. М***Р,09:00:24
38,"26,900,000 ₮","50,000 ₮",Г. Д***М,09:00:23
37,"26,850,000 ₮","1,000,000 ₮",Б. А***Н,09:00:23
36,"25,850,000 ₮","50,000 ₮",Н. Т***Л,09:00:23
35,"25,800,000 ₮","1,000,000 ₮",Ц. Б***Х,09:00:23
34,"24,800,000 ₮","1,000,000 ₮",Т. Б***А,09:00:22
33,"23,800,000 ₮","1,000,000 ₮",Б. А***Н,09:00:22
32,"22,800,000 ₮","100,000 ₮",Х. Э***Э,09:00:21
31,"22,700,000 ₮","1,000,000 ₮",Б. А***Н,09:00:20
30,"21,700,000 ₮","50,000 ₮",Д. Т***Г,09:00:20
29,"21,650,000 ₮","50,000 ₮",А. М***Х,09:00:20
28,"21,600,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:20
27,"20,600,000 ₮","1,000,000 ₮",Б. А***Н,09:00:19
26,"19,600,000 ₮","1,000,000 ₮",Т. Б***А,09:00:17
25,"18,600,000 ₮","1,000,000 ₮",Б. А***Н,09:00:17
24,"17,600,000 ₮","50,000 ₮",Г. Д***М,09:00:16
23,"17,550,000 ₮","1,000,000 ₮",Б. А***Н,09:00:15
22,"16,550,000 ₮","50,000 ₮",Ч. А***А,09:00:15
21,"16,500,000 ₮","1,000,000 ₮",Б. О***Р,09:00:15
20,"15,500,000 ₮","500,000 ₮",Р. Н***Р,09:00:15
19,"15,000,000 ₮","1,000,000 ₮",М. А***Р,09:00:15
18,"14,000,000 ₮","1,000,000 ₮",Б. А***Н,09:00:14
17,"13,000,000 ₮","1,000,000 ₮",Г. Г***А,09:00:13
16,"12,000,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:12
15,"11,000,000 ₮","1,000,000 ₮",Л. Г***А,09:00:12
14,"10,000,000 ₮","100,000 ₮",Ж. Б***Ү,09:00:11
13,"9,900,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:11
12,"8,900,000 ₮","1,000,000 ₮",Г. Ц***М,09:00:11
11,"7,900,000 ₮","1,000,000 ₮",Б. А***Н,09:00:11
10,"6,900,000 ₮","500,000 ₮",Т. Б***А,09:00:11
9,"6,400,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:10
8,"5,400,000 ₮","300,000 ₮",Р. Н***Р,09:00:10
7,"5,100,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:10
6,"4,100,000 ₮","50,000 ₮",Б. Б***Т,09:00:10
5,"4,050,000 ₮","1,000,000 ₮",Э. Ө***Р,09:00:10
4,"3,050,000 ₮","1,000,000 ₮",Б. А***Н,09:00:09
3,"2,050,000 ₮","1,000,000 ₮",Д. Л***Н,09:00:08
2,"1,050,000 ₮","50,000 ₮",Ц. Л***Н,09:00:08
1,"1,000,000 ₮","1,000,000 ₮",Э. Ц***Х,09:00:06
