The U.S. Department of State Data Use Statement at http://: applies to these and all data available from the Ulaanbaatar Mongolia air quality monitoring program.,,,,,,,,,
Ulaanbaatar Air Quality Monitoring program January-2019,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,AQI,Duration
Ulaanbaatar,PM2.5,01/01/2019 00:00,2019,01,01,00," 0.38",mg/m³,404,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 01:00,2019,01,01,01," 0.398",mg/m³,419,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 02:00,2019,01,01,02," 0.35",mg/m³,380,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 03:00,2019,01,01,03," 0.438",mg/m³,451,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 04:00,2019,01,01,04," 0.373",mg/m³,399,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 05:00,2019,01,01,05," 0.311",mg/m³,349,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 06:00,2019,01,01,06," 0.251",mg/m³,301,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 07:00,2019,01,01,07," 0.204",mg/m³,254,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 08:00,2019,01,01,08," 0.187",mg/m³,237,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 09:00,2019,01,01,09," 0.202",mg/m³,252,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 10:00,2019,01,01,10," 0.294",mg/m³,336,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 11:00,2019,01,01,11," 0.429",mg/m³,443,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 12:00,2019,01,01,12," 0.16",mg/m³,210,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 13:00,2019,01,01,13," 0.026",mg/m³,80,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 14:00,2019,01,01,14," 0.034",mg/m³,97,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 15:00,2019,01,01,15," 0.025",mg/m³,78,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 16:00,2019,01,01,16," 0.025",mg/m³,78,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 17:00,2019,01,01,17," 0.036",mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 18:00,2019,01,01,18," 0.048",mg/m³,132,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 19:00,2019,01,01,19," 0.117",mg/m³,183,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 20:00,2019,01,01,20," 0.205",mg/m³,255,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 21:00,2019,01,01,21," 0.199",mg/m³,249,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 22:00,2019,01,01,22," 0.3",mg/m³,340,1 Hr
Ulaanbaatar,PM2.5,01/01/2019 23:00,2019,01,01,23," 0.508",mg/m³,509,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 00:00,2019,01,02,00," 0.566",mg/m³,567,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 01:00,2019,01,02,01," 0.469",mg/m³,475,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 02:00,2019,01,02,02," 0.501",mg/m³,502,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 03:00,2019,01,02,03," 0.571",mg/m³,572,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 04:00,2019,01,02,04," 0.41",mg/m³,428,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 05:00,2019,01,02,05," 0.24",mg/m³,290,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 06:00,2019,01,02,06," 0.178",mg/m³,228,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 07:00,2019,01,02,07," 0.155",mg/m³,205,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 08:00,2019,01,02,08," 0.278",mg/m³,323,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 09:00,2019,01,02,09," 0.384",mg/m³,407,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 10:00,2019,01,02,10," 0.682",mg/m³,683,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 11:00,2019,01,02,11," 0.811",mg/m³,812,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 12:00,2019,01,02,12," 0.073",mg/m³,160,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 13:00,2019,01,02,13," 0.059",mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 14:00,2019,01,02,14," 0.031",mg/m³,91,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 15:00,2019,01,02,15," 0.037",mg/m³,105,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 16:00,2019,01,02,16," 0.031",mg/m³,91,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 17:00,2019,01,02,17," 0.027",mg/m³,82,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 18:00,2019,01,02,18," 0.043",mg/m³,119,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 19:00,2019,01,02,19," 0.346",mg/m³,377,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 20:00,2019,01,02,20," 0.338",mg/m³,371,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 21:00,2019,01,02,21," 0.321",mg/m³,357,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 22:00,2019,01,02,22," 0.308",mg/m³,347,1 Hr
Ulaanbaatar,PM2.5,01/02/2019 23:00,2019,01,02,23," 0.271",mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 00:00,2019,01,03,00," 0.282",mg/m³,326,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 01:00,2019,01,03,01," 0.288",mg/m³,331,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 02:00,2019,01,03,02," 0.375",mg/m³,400,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 03:00,2019,01,03,03," 0.221",mg/m³,271,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 04:00,2019,01,03,04," 0.207",mg/m³,257,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 05:00,2019,01,03,05," 0.164",mg/m³,214,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 06:00,2019,01,03,06," 0.143",mg/m³,196,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 07:00,2019,01,03,07," 0.12",mg/m³,184,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 08:00,2019,01,03,08," 0.149",mg/m³,199,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 09:00,2019,01,03,09," 0.25",mg/m³,300,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 10:00,2019,01,03,10," 0.279",mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 11:00,2019,01,03,11," 0.368",mg/m³,395,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 12:00,2019,01,03,12," 0.068",mg/m³,157,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 13:00,2019,01,03,13," 0.059",mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 14:00,2019,01,03,14," 0.035",mg/m³,99,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 15:00,2019,01,03,15," 0.021",mg/m³,70,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 16:00,2019,01,03,16," 0.017",mg/m³,61,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 17:00,2019,01,03,17," 0.03",mg/m³,89,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 18:00,2019,01,03,18," 0.044",mg/m³,122,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 19:00,2019,01,03,19," 0.106",mg/m³,177,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 20:00,2019,01,03,20," 0.186",mg/m³,236,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 21:00,2019,01,03,21," 0.186",mg/m³,236,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 22:00,2019,01,03,22," 0.194",mg/m³,244,1 Hr
Ulaanbaatar,PM2.5,01/03/2019 23:00,2019,01,03,23," 0.189",mg/m³,239,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 00:00,2019,01,04,00," 0.269",mg/m³,316,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 01:00,2019,01,04,01," 0.223",mg/m³,273,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 02:00,2019,01,04,02," 0.21",mg/m³,260,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 03:00,2019,01,04,03," 0.124",mg/m³,186,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 04:00,2019,01,04,04," 0.074",mg/m³,161,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 05:00,2019,01,04,05," 0.084",mg/m³,166,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 06:00,2019,01,04,06," 0.073",mg/m³,160,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 07:00,2019,01,04,07," 0.093",mg/m³,170,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 08:00,2019,01,04,08," 0.184",mg/m³,234,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 09:00,2019,01,04,09," 0.24",mg/m³,290,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 10:00,2019,01,04,10," 0.31",mg/m³,348,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 11:00,2019,01,04,11," 0.614",mg/m³,615,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 12:00,2019,01,04,12," 0.66",mg/m³,661,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 13:00,2019,01,04,13," 0.168",mg/m³,218,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 14:00,2019,01,04,14," 0.063",mg/m³,155,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 15:00,2019,01,04,15," 0.049",mg/m³,134,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 16:00,2019,01,04,16," 0.064",mg/m³,155,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 17:00,2019,01,04,17," 0.058",mg/m³,152,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 18:00,2019,01,04,18," 0.052",mg/m³,142,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 19:00,2019,01,04,19," 0.251",mg/m³,301,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 20:00,2019,01,04,20," 0.663",mg/m³,664,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 21:00,2019,01,04,21," 0.304",mg/m³,344,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 22:00,2019,01,04,22," 0.27",mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,01/04/2019 23:00,2019,01,04,23," 0.358",mg/m³,387,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 00:00,2019,01,05,00," 0.478",mg/m³,482,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 01:00,2019,01,05,01," 0.358",mg/m³,387,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 02:00,2019,01,05,02," 0.375",mg/m³,400,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 03:00,2019,01,05,03," 0.302",mg/m³,342,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 04:00,2019,01,05,04," 0.311",mg/m³,349,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 05:00,2019,01,05,05," 0.167",mg/m³,217,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 06:00,2019,01,05,06," 0.226",mg/m³,276,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 07:00,2019,01,05,07," 0.228",mg/m³,278,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 08:00,2019,01,05,08," 0.232",mg/m³,282,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 09:00,2019,01,05,09," 0.421",mg/m³,437,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 10:00,2019,01,05,10," 0.752",mg/m³,753,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 11:00,2019,01,05,11," 0.842",mg/m³,843,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 12:00,2019,01,05,12," 0.382",mg/m³,406,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 13:00,2019,01,05,13," 0.054",mg/m³,147,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 14:00,2019,01,05,14," 0.045",mg/m³,124,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 15:00,2019,01,05,15," 0.053",mg/m³,144,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 16:00,2019,01,05,16," 0.038",mg/m³,107,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 17:00,2019,01,05,17," 0.037",mg/m³,105,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 18:00,2019,01,05,18," 0.054",mg/m³,147,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 19:00,2019,01,05,19," 0.461",mg/m³,469,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 20:00,2019,01,05,20," 0.539",mg/m³,540,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 21:00,2019,01,05,21," 0.612",mg/m³,613,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 22:00,2019,01,05,22," 0.522",mg/m³,523,1 Hr
Ulaanbaatar,PM2.5,01/05/2019 23:00,2019,01,05,23," 0.634",mg/m³,635,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 00:00,2019,01,06,00," 0.542",mg/m³,543,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 01:00,2019,01,06,01," 0.677",mg/m³,678,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 02:00,2019,01,06,02," 0.351",mg/m³,381,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 03:00,2019,01,06,03," 0.332",mg/m³,366,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 04:00,2019,01,06,04," 0.226",mg/m³,276,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 05:00,2019,01,06,05," 0.197",mg/m³,247,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 06:00,2019,01,06,06," 0.297",mg/m³,338,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 07:00,2019,01,06,07," 0.284",mg/m³,328,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 08:00,2019,01,06,08," 0.272",mg/m³,318,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 09:00,2019,01,06,09," 0.313",mg/m³,351,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 10:00,2019,01,06,10," 0.576",mg/m³,577,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 11:00,2019,01,06,11," 0.432",mg/m³,446,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 12:00,2019,01,06,12," 0.269",mg/m³,316,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 13:00,2019,01,06,13," 0.098",mg/m³,173,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 14:00,2019,01,06,14," 0.093",mg/m³,170,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 15:00,2019,01,06,15," 0.049",mg/m³,134,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 16:00,2019,01,06,16," 0.022",mg/m³,72,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 17:00,2019,01,06,17," 0.04",mg/m³,112,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 18:00,2019,01,06,18," 0.052",mg/m³,142,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 19:00,2019,01,06,19," 0.123",mg/m³,186,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 20:00,2019,01,06,20," 0.285",mg/m³,329,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 21:00,2019,01,06,21," 0.207",mg/m³,257,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 22:00,2019,01,06,22," 0.158",mg/m³,208,1 Hr
Ulaanbaatar,PM2.5,01/06/2019 23:00,2019,01,06,23," 0.16",mg/m³,210,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 00:00,2019,01,07,00," 0.182",mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 01:00,2019,01,07,01," 0.246",mg/m³,296,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 02:00,2019,01,07,02," 0.239",mg/m³,289,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 03:00,2019,01,07,03," 0.175",mg/m³,225,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 04:00,2019,01,07,04," 0.15",mg/m³,200,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 05:00,2019,01,07,05," 0.131",mg/m³,190,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 06:00,2019,01,07,06," 0.102",mg/m³,175,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 07:00,2019,01,07,07," 0.09",mg/m³,169,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 08:00,2019,01,07,08," 0.189",mg/m³,239,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 09:00,2019,01,07,09," 0.366",mg/m³,393,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 10:00,2019,01,07,10," 0.537",mg/m³,538,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 11:00,2019,01,07,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 12:00,2019,01,07,12," 0.286",mg/m³,329,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 13:00,2019,01,07,13," 0.245",mg/m³,295,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 14:00,2019,01,07,14," 0.061",mg/m³,154,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 15:00,2019,01,07,15," 0.039",mg/m³,110,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 16:00,2019,01,07,16," 0.029",mg/m³,87,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 17:00,2019,01,07,17," 0.028",mg/m³,84,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 18:00,2019,01,07,18," 0.034",mg/m³,97,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 19:00,2019,01,07,19," 0.159",mg/m³,209,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 20:00,2019,01,07,20," 0.336",mg/m³,369,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 21:00,2019,01,07,21," 0.226",mg/m³,276,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 22:00,2019,01,07,22," 0.193",mg/m³,243,1 Hr
Ulaanbaatar,PM2.5,01/07/2019 23:00,2019,01,07,23," 0.249",mg/m³,299,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 00:00,2019,01,08,00," 0.298",mg/m³,339,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 01:00,2019,01,08,01," 0.374",mg/m³,400,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 02:00,2019,01,08,02," 0.363",mg/m³,391,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 03:00,2019,01,08,03," 0.371",mg/m³,397,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 04:00,2019,01,08,04," 0.396",mg/m³,417,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 05:00,2019,01,08,05," 0.32",mg/m³,356,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 06:00,2019,01,08,06," 0.197",mg/m³,247,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 07:00,2019,01,08,07," 0.227",mg/m³,277,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 08:00,2019,01,08,08," 0.301",mg/m³,341,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 09:00,2019,01,08,09," 0.509",mg/m³,510,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 10:00,2019,01,08,10," 0.755",mg/m³,756,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 11:00,2019,01,08,11," 0.656",mg/m³,657,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 12:00,2019,01,08,12," 0.072",mg/m³,160,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 13:00,2019,01,08,13," 0.056",mg/m³,151,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 14:00,2019,01,08,14," 0.047",mg/m³,129,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 15:00,2019,01,08,15," 0.056",mg/m³,151,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 16:00,2019,01,08,16," 0.071",mg/m³,159,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 17:00,2019,01,08,17," 0.057",mg/m³,152,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 18:00,2019,01,08,18," 0.073",mg/m³,160,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 19:00,2019,01,08,19," 0.57",mg/m³,571,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 20:00,2019,01,08,20,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 21:00,2019,01,08,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 22:00,2019,01,08,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,01/08/2019 23:00,2019,01,08,23," 0.865",mg/m³,866,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 00:00,2019,01,09,00,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 01:00,2019,01,09,01," 0.819",mg/m³,820,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 02:00,2019,01,09,02," 0.851",mg/m³,852,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 03:00,2019,01,09,03," 0.721",mg/m³,722,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 04:00,2019,01,09,04," 0.515",mg/m³,516,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 05:00,2019,01,09,05," 0.512",mg/m³,513,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 06:00,2019,01,09,06," 0.528",mg/m³,529,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 07:00,2019,01,09,07," 0.384",mg/m³,407,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 08:00,2019,01,09,08," 0.556",mg/m³,557,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 09:00,2019,01,09,09," 0.769",mg/m³,770,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 10:00,2019,01,09,10," 0.819",mg/m³,820,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 11:00,2019,01,09,11," 0.972",mg/m³,973,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 12:00,2019,01,09,12," 0.195",mg/m³,245,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 13:00,2019,01,09,13," 0.173",mg/m³,223,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 14:00,2019,01,09,14," 0.113",mg/m³,181,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 15:00,2019,01,09,15," 0.129",mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 16:00,2019,01,09,16," 0.124",mg/m³,186,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 17:00,2019,01,09,17," 0.055",mg/m³,149,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 18:00,2019,01,09,18," 0.059",mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 19:00,2019,01,09,19," 0.559",mg/m³,560,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 20:00,2019,01,09,20," 0.501",mg/m³,502,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 21:00,2019,01,09,21," 0.533",mg/m³,534,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 22:00,2019,01,09,22," 0.57",mg/m³,571,1 Hr
Ulaanbaatar,PM2.5,01/09/2019 23:00,2019,01,09,23," 0.645",mg/m³,646,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 00:00,2019,01,10,00," 0.672",mg/m³,673,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 01:00,2019,01,10,01," 0.609",mg/m³,610,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 02:00,2019,01,10,02," 0.601",mg/m³,602,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 03:00,2019,01,10,03," 0.468",mg/m³,474,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 04:00,2019,01,10,04," 0.5",mg/m³,0,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 05:00,2019,01,10,05," 0.373",mg/m³,399,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 06:00,2019,01,10,06," 0.361",mg/m³,389,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 07:00,2019,01,10,07," 0.337",mg/m³,370,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 08:00,2019,01,10,08," 0.452",mg/m³,462,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 09:00,2019,01,10,09," 0.632",mg/m³,633,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 10:00,2019,01,10,10," 0.773",mg/m³,774,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 11:00,2019,01,10,11," 0.809",mg/m³,810,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 12:00,2019,01,10,12," 0.552",mg/m³,553,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 13:00,2019,01,10,13," 0.046",mg/m³,127,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 14:00,2019,01,10,14," 0.04",mg/m³,112,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 15:00,2019,01,10,15," 0.038",mg/m³,107,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 16:00,2019,01,10,16," 0.053",mg/m³,144,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 17:00,2019,01,10,17," 0.051",mg/m³,139,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 18:00,2019,01,10,18," 0.117",mg/m³,183,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 19:00,2019,01,10,19," 0.582",mg/m³,583,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 20:00,2019,01,10,20," 0.66",mg/m³,661,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 21:00,2019,01,10,21," 0.558",mg/m³,559,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 22:00,2019,01,10,22," 0.697",mg/m³,698,1 Hr
Ulaanbaatar,PM2.5,01/10/2019 23:00,2019,01,10,23," 0.557",mg/m³,558,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 00:00,2019,01,11,00," 0.823",mg/m³,824,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 01:00,2019,01,11,01," 0.923",mg/m³,924,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 02:00,2019,01,11,02," 0.692",mg/m³,693,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 03:00,2019,01,11,03," 0.696",mg/m³,697,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 04:00,2019,01,11,04," 0.667",mg/m³,668,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 05:00,2019,01,11,05," 0.497",mg/m³,498,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 06:00,2019,01,11,06," 0.436",mg/m³,449,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 07:00,2019,01,11,07," 0.405",mg/m³,424,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 08:00,2019,01,11,08," 0.525",mg/m³,526,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 09:00,2019,01,11,09," 0.683",mg/m³,684,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 10:00,2019,01,11,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,01/11/2019 11:00,2019,01,11,11,,mg/m³,,1 Hr
